,start_time,end_time,stdDevX,absAvgX,ZCRX,minMaxX,stdDevY,absAvgY,ZCRY,minMaxY,stdDevZ,absAvgZ,ZCRZ,minMaxZ,maxX,maxY,maxZ,activity
11,12.004,14.999,0.450603258633497,0.25930910623946013,19.69949916527545,0.2691000000000001,1.4463320007501421,0.9571767284991579,4.674457429048412,2.372,0.5951883523712302,0.39701905564924134,11.35225375626043,-0.26570000000000005,1.9816,5.7291,1.424,sitDown
12,16.0,20.0,0.02275231749042192,0.020598236775818627,50.75,0.0189,0.03256635522228381,0.028701385390428207,36.25,-0.0194,0.03500854034255106,0.0317583123425692,38.0,-0.03990000000000002,0.0829,0.0887,0.1505,rest
13,16.001,20.0,0.7437470709369179,0.5228211125158025,7.001750437609404,-0.6322999999999999,0.5589586380067137,0.4050553729456386,11.252813203300828,-1.5497,0.6390678443823248,0.4014595448798988,12.253063265816458,-1.5530000000000002,2.0451,1.1953,1.1209,lieDown
14,16.018,20.998,0.752662213152382,0.47797406659939423,10.240963855421686,-1.2685,0.5525661265054427,0.40432310797174587,9.036144578313252,-1.3556000000000001,0.6030110599478854,0.40217558022199823,12.650602409638553,-0.6325999999999998,2.1144,1.4511,1.7615,lieDown
15,18.007,20.999,0.4729530653400432,0.26333999999999985,8.689839572192522,2.033,1.5858785711731291,0.9717065546218483,4.679144385026742,1.6414999999999997,0.4948648856850342,0.35646521008403387,9.358288770053484,-0.6849999999999998,2.8708,5.8186,1.0135,sitDown
16,19.003,23.0,0.593363144572291,0.46252116603295323,7.25544158118589,0.07179999999999986,0.4597369906954464,0.3535002534854246,13.009757317988491,-0.6191,0.7062555772583577,0.4638727503168569,12.759569677257943,0.018799999999999706,1.6077,1.1344,2.4827,sitUp
17,21.002,24.999,0.5093936753320937,0.36789721871049313,8.506379784838629,-0.10089999999999999,0.5145983182681702,0.35404310998735716,10.507880910683012,0.15810000000000013,0.463409136428275,0.32314298356510707,16.76257192894671,-0.35430000000000006,1.5834,1.6121,1.3107,lieDown
18,21.003,21.999,0.11315023447935907,0.09241010101010101,12.048192771084354,-0.02290000000000003,0.05145954376663332,0.042279292929292916,32.128514056224944,0.001700000000000007,0.09970569119508031,0.08477070707070702,16.064257028112472,-0.0781,0.2496,0.1228,0.2117,type
19,23.002,26.998,0.5644924869019599,0.38896485461441216,8.258258258258254,-0.25680000000000014,0.4526098595966649,0.38366953223767397,7.007007007007003,-1.0742999999999998,0.3721621675654985,0.2673182048040453,11.761761761761756,-0.9224999999999999,1.9261,1.1167,0.5944,lieDown
20,24.004,26.0,0.33300365611546423,0.27131306532663335,9.519038076152311,-0.35629999999999995,1.1890445474159994,0.8212153266331653,8.517034068136278,-0.46130000000000004,1.1536802130090411,0.7677894472361813,6.5130260521042125,2.5858,0.5392,2.5619,4.0007,standUp
21,24.018,24.984,0.1585476475078296,0.1265553846153846,13.45755693581779,0.10350000000000004,0.05088327530264454,0.04070666666666667,32.09109730848858,-0.047200000000000006,0.10388886772619389,0.08720769230769229,11.387163561076592,0.0474,0.3788,0.1088,0.2737,type
22,26.01,26.991,0.10577047628977551,0.07772474747474745,27.522935779816567,0.10639999999999997,0.0606975231265274,0.04824797979797979,23.445463812436333,0.011200000000000015,0.06589888380687298,0.058880303030303005,26.50356778797151,-0.030799999999999994,0.3152,0.159,0.1409,type
23,26.02,30.988,0.32540818163149005,0.19736514690982765,17.310789049919485,0.6611999999999999,0.21610502169147888,0.14055775075987834,17.310789049919485,0.1985999999999999,0.2760199258784533,0.18733708206686925,18.317230273752013,0.46510000000000007,1.2222,1.0794,1.4414,turn
24,28.0,31.998,0.2793968804716614,0.18708407079646033,16.75837918959479,1.1366,0.15620264292925334,0.11446308470290775,17.758879439719855,0.014100000000000001,0.21036771881279898,0.16612566371681414,12.756378189094544,-0.17600000000000005,1.6002,0.5319,0.6603,turn
25,28.004,28.996,0.0435338117498569,0.03693888888888889,28.22580645161298,0.033899999999999986,0.055558537561613636,0.04499141414141417,25.201612903225875,-0.0866,0.09309374057186384,0.0774171717171717,17.137096774193594,0.0887,0.1334,0.1052,0.303,type
26,29.002,31.997,0.34330358174978187,0.21761382799325452,10.684474123539228,0.7209000000000001,1.4561316511939992,0.9457421585160198,3.6727879799666097,2.205,0.5628300630736628,0.38003979763912327,6.010016694490816,-1.2218,1.5757,5.3425,0.8877,sitDown
27,33.003,35.998,0.531567710876272,0.3778042158516016,9.682804674457437,0.09949999999999992,0.36091747023417114,0.3245816188870155,9.348914858096837,-1.3457,0.5471073205450518,0.3671102866779088,9.682804674457437,-1.0167000000000002,1.9606,0.3053,0.8496,lieDown
28,33.014,36.997,0.295665801952864,0.2115551201011377,14.310820989204128,0.7373999999999999,0.18230213541061235,0.13347547408343874,19.33216168717049,0.014899999999999913,0.24172019455471275,0.18637926675094837,16.821491338187307,0.12149999999999994,1.3975,0.5307,0.8227,turn
29,34.001,37.993,0.2620339840330431,0.15309520807061788,22.545090180360695,1.0316,0.16271346938609021,0.11601664564943263,17.284569138276535,-0.5731999999999999,0.26506395810603545,0.20105409836065588,18.78757515030058,0.22499999999999998,1.8763,0.5003,0.8588,turn
30,34.004,36.988,0.6509392088164008,0.3860868020304567,7.707774798927609,2.2561,0.17858976567179677,0.12496548223350264,19.43699731903484,-0.04589999999999994,0.41189311569571174,0.2835001692047377,20.10723860589811,0.34329999999999994,4.1082,0.9728,1.5292,turn
31,35.0,40.998,0.38812381498762755,0.26376537815126017,14.171390463487835,0.4001000000000001,0.32311413620355006,0.2288576470588234,15.671890630210076,-0.6351000000000001,0.40214219408005647,0.2704742857142859,15.338446148716246,1.0917999999999999,1.5398,0.9027,2.255,sitUp
32,37.003,40.979,0.4034946759896526,0.300568487928844,10.311871227364188,0.6924,0.3373073112590943,0.25858831003811983,11.820925553319922,-0.4032,0.4812897996624672,0.34268792884371035,11.569416498993967,0.5078,1.5602,0.958,1.7099,sitUp
33,42.008,45.996,0.2661313168926002,0.17914161412358132,14.794383149448347,0.09770000000000001,0.22615183007742048,0.15910756620428768,12.286860581745238,-0.2872,0.3042525410912663,0.19560353089533422,17.552657973921768,0.8553999999999999,0.9765,0.6847,1.6662,turn
34,42.015,44.999,0.037807528263125854,0.030834848484848458,38.20375335120641,0.031500000000000014,0.028754798898537322,0.02703434343434344,32.171581769436976,-0.0348,0.03081163859935014,0.02821228956228956,43.90080428954421,-0.052199999999999996,0.1307,0.0668,0.0636,rest
35,43.004,44.996,0.40413654185546344,0.2990124050632914,11.044176706827285,-0.5925999999999999,1.3372255756252487,0.8204463291139245,11.044176706827285,1.0211999999999999,0.9161489505081519,0.6815845569620251,6.526104417670668,3.2972000000000006,0.7592,3.8762,4.2098,standUp
36,44.003,47.998,0.21183231747459097,0.1428532237673829,20.525657071339186,-0.5139,0.17575774627982238,0.1301467762326171,18.523153942428046,0.19340000000000002,0.2309645528901995,0.16426068268015173,19.02377972465583,-0.18779999999999997,0.544,0.7269,0.7667,turn
37,45.0,48.997,0.25294637785752183,0.16117790404040386,17.012759569677257,-0.9158000000000001,0.1516131640130973,0.10834949494949485,25.26895171378534,-0.028200000000000003,0.2577833739482345,0.15910795454545446,20.51538653990493,-0.08240000000000003,0.6276,0.6907,1.2353,turn
38,46.003,47.999,0.5072592352093881,0.38291309823677605,5.010020040080155,-1.5220000000000002,1.0952036883617102,0.7880448362720409,4.509018036072139,-1.177,0.9140323931535691,0.7108030226700255,4.509018036072139,2.5728999999999997,0.5732,2.155,3.7877,standUp
39,47.021,49.998,0.2702352451769502,0.191432154882155,12.428619415518993,0.1973999999999999,1.111272120689771,0.7584998316498313,4.702720859926105,2.4236999999999997,0.4682076503944843,0.32144764309764323,10.07725898555594,-0.2961999999999998,0.9016,4.1747,1.0697,sitDown
40,50.003,53.994,0.4330052237379787,0.29835544303797484,9.521423202204963,-0.3185,0.3822389361525078,0.3151530379746834,9.270859433725883,-1.137,0.4178692370386025,0.25633417721519,16.03608118266099,-0.7032999999999998,1.2579,0.6813,1.0497,lieDown
41,55.003,58.0,0.43638015440357214,0.21529325463743695,19.686353019686354,-0.24829999999999997,0.2840176572851457,0.18176812816188878,17.684351017684353,0.06410000000000005,0.26489225694359564,0.18971973018549765,21.35468802135469,-0.8574,3.1715,1.7982,0.7188,turn
42,56.003,58.996,0.4078057942480243,0.3544397976391227,7.684597393919139,0.024599999999999955,0.4649021895618551,0.35947166947723447,8.352823254259935,-1.384,0.5414442042865112,0.39838735244519413,8.018710324089536,-0.8936000000000002,1.1113,0.8731,1.1368,sitUp
43,57.004,59.993,0.3712324256761362,0.25088530405405396,9.033121445299418,-0.02069999999999994,1.6404246906942617,1.0919211148648664,3.345600535296081,2.9377999999999997,0.5538686217370081,0.3634371621621623,8.364001338240202,-1.4276999999999997,1.3283,6.2452,1.1705,sitDown
44,60.001,64.0,0.8593825235681144,0.579972795969773,12.753188297074262,1.4727000000000001,0.533762339045466,0.40169861460957207,13.253313328332075,-0.09399999999999986,0.6987274507605359,0.44883198992443357,15.753938484621147,1.5294000000000003,4.1601,1.5742,3.5695,sitUp
45,60.001,64.992,0.7672670796247798,0.5368199392712558,10.819475055099163,-1.0943,0.5573867297266357,0.3960953441295551,13.424163494289703,-0.18130000000000002,0.4935038432385684,0.31250010121457494,15.027048687637727,0.7444,1.9083,1.6315,2.3895,turn
46,60.009,61.996,0.3346205517724825,0.24967348484848495,6.039255158530442,-0.5367,1.0859465062606555,0.7245063131313135,9.058882737795663,0.035499999999999865,1.014264118617273,0.7402760101010106,3.522898842476091,2.9913,0.4878,2.7194,3.9673,standUp
47,61.005,64.0,0.0296135300310079,0.024938617200674557,39.06510851419035,0.0013000000000000095,0.032682150671539435,0.028097301854974697,37.061769616026744,-0.04100000000000001,0.0361458625914542,0.03509055649241149,34.724540901502536,-0.06230000000000001,0.0884,0.0687,0.0697,rest
48,64.0,68.997,0.4429894687087941,0.28308685540950457,13.007804682809686,0.6409,0.3467983857772368,0.244695652173913,17.010206123674205,-0.21039999999999992,0.4145293193985523,0.272216885743175,13.408044826896138,0.13550000000000018,1.9965,1.0677,1.717,lieDown
49,65.005,67.995,0.28665503445916085,0.1885694256756757,16.7224080267558,-0.02090000000000003,0.8261571228416327,0.6014148648648658,6.688963210702321,1.2814999999999999,0.5155073337044119,0.34664493243243255,10.367892976588598,-0.39549999999999996,0.9173,2.6508,1.249,sitDown
50,66.006,69.996,0.5949639036760661,0.42858520859671356,7.017543859649132,-1.0271,0.2989737945124651,0.2132394437420987,11.027568922305779,0.3308,0.35227891170078107,0.2609584070796461,13.533834586466183,-0.3325999999999999,1.5543,1.6459,0.9385,turn
51,68.001,72.0,0.49747813410703823,0.3416439393939397,8.752188047011764,0.2845,0.4252876777758159,0.34330227272727243,7.501875468867226,-0.9548000000000001,0.40739393923852324,0.2510886363636363,18.754688672168065,-1.0041000000000002,1.9995,0.954,0.9446,lieDown
52,68.003,70.0,0.4161183390698085,0.33086767676767675,7.010515773660491,0.04520000000000002,0.9444831500552061,0.6882138888888883,12.518778167250877,-0.12810000000000032,0.9710902945804574,0.6366585858585851,12.018027040560842,2.4745,1.022,2.054,3.4306,standUp
53,68.004,69.996,0.7677566271797484,0.5695402531645567,6.024096385542198,-1.5277,1.1948998146614926,0.9166787341772141,4.518072289156649,-0.6680999999999999,1.2623997494156947,0.9391663291139238,8.534136546184781,2.3166,1.3427,2.1476,3.7682,sitUp
54,73.013,76.997,0.31258037071349254,0.24167070707070717,12.299196787148611,-0.19940000000000002,0.279664939068541,0.21983964646464646,15.3112449799197,-0.2702000000000001,0.41430171419319156,0.287333080808081,11.044176706827324,0.3892,0.9194,0.8138,1.5897,sitUp
55,77.002,80.997,0.8373084332623388,0.5863742098609355,10.262828535669575,0.9527999999999999,0.5163076599779054,0.38944475347661256,14.267834793491849,-0.3680000000000001,0.574176656326819,0.42651833122629645,14.768460575719633,-0.07840000000000003,3.8482,1.9538,1.7308,sitUp
56,78.004,79.992,0.389497770821805,0.3141005076142128,10.060362173038232,-0.36429999999999996,1.307967592596877,0.8768774111675132,5.5331991951710275,-1.0246,1.2035823865438982,0.8023774111675122,11.066398390342055,3.0938000000000003,0.6926,2.4961,4.4347,standUp
57,84.001,88.999,0.4652787733103382,0.3276459049545001,9.80392156862747,0.5418000000000001,0.4573986701997385,0.31529696663296203,11.204481792717107,-0.47239999999999993,0.49392707953221593,0.3458560161779574,7.803121248499415,0.34419999999999984,1.9123,1.6307,2.1176,sitUp
58,87.002,89.998,0.32716726345708175,0.23804553119730185,17.35647530040048,-0.3792,0.7701139672638458,0.5058084317032038,14.018691588785003,-1.0963,0.7895180812823742,0.5182283305227661,10.680907877169526,2.5567,0.827,1.6403,3.4447,standUp
59,94.001,97.997,0.5046916474300377,0.27540214917825484,12.762762762762778,-2.1508,0.7465925204111477,0.4143926675094812,14.514514514514532,-0.5118,0.8531872586480744,0.43779178255372936,6.506506506506515,4.0435,0.9495,1.9409,5.994,standUp
60,146.002,149.0,0.4505023513509587,0.2597548821548821,17.01134089392934,0.2691000000000001,1.4455728786521842,0.9524792929292945,5.003335557038041,2.372,0.5951324072573609,0.39876902356902366,8.672448298865937,-0.26570000000000005,1.9816,5.7291,1.424,sitDown
61,151.002,154.999,0.022899799189272135,0.019616414141414146,52.53940455341525,0.0189,0.03205749623283104,0.028482070707070706,38.528896672504516,-0.0194,0.03313567781595076,0.031492550505050454,36.777583187390675,-0.03990000000000002,0.0829,0.0887,0.1505,rest
62,155.018,158.995,0.5093260967732696,0.36833354430379767,7.794820216243392,-0.10089999999999999,0.5139346375502143,0.3548260759493666,9.052049283379423,0.15810000000000013,0.46368714375345277,0.3239436708860755,14.835302992205165,-0.35430000000000006,1.5834,1.6121,1.3107,lieDown
63,170.003,175.997,0.3889421768284313,0.2659815345699826,13.680347013680283,0.4001000000000001,0.32314375010208635,0.2302602866779091,12.012012012011956,-0.6351000000000001,0.4022553271667705,0.27067074198988206,15.515515515515443,1.0917999999999999,1.5398,0.9027,2.255,sitUp
64,180.006,182.998,0.424576692094849,0.27603912310286677,8.689839572192541,-1.5220000000000002,0.9023735937094678,0.5583053962900507,5.6818181818182,-1.177,0.7846358062590063,0.5244357504215857,7.01871657754013,2.5728999999999997,0.5732,2.155,3.7877,standUp
65,191.008,194.999,0.32176373052737334,0.19591010101010098,14.783262340265651,-0.02069999999999994,1.418647803889808,0.8295893939393953,9.521423202204996,2.9377999999999997,0.4804158877558044,0.2861569444444446,12.027060886995784,-1.4276999999999997,1.3283,6.2452,1.1705,sitDown
66,198.001,202.992,0.44336566222026375,0.28299746707193535,13.824884792626769,0.6409,0.3471267586140366,0.24507912867274556,15.828491284311808,-0.21039999999999992,0.41458539749425233,0.2709139817629181,14.826688038469287,0.13550000000000018,1.9965,1.0677,1.717,lieDown
67,204.001,209.996,0.032187145521794976,0.027464249578414847,40.70058381984985,0.024599999999999997,0.02734533570020342,0.02273077571669475,42.20183486238529,-0.025499999999999995,0.04810540216876894,0.041784148397976346,31.025854879065864,-0.0718,0.1278,0.0731,0.233,rest
68,218.003,222.996,0.46544377918023944,0.3275944331983809,11.215701982775833,0.5418000000000001,0.4577793147455499,0.3153202429149793,11.415982375325402,-0.47239999999999993,0.4945664627707463,0.34519635627530354,9.21289805728015,0.34419999999999984,1.9123,1.6307,2.1176,sitUp
69,228.003,231.995,0.5057357734002681,0.27412784810126545,14.779559118236405,-2.1508,0.7464134634260111,0.414270506329114,15.531062124248425,-0.5118,0.8535572355676956,0.4364477215189869,8.767535070140239,4.0435,0.9495,1.9409,5.994,standUp
